,TimeUS,timestamp,ThI,ABst,ThO,ThH,DAlt,Alt,BAlt,DSAlt,SAlt,TAlt,DCRt,CRt,terrain_cm,sub_cm,rf_cm,signal_quality
0,8360821,1705603248.30004,0.3571317195892334,0.0,0.2016132175922393,0.5,-0.1505414545536041,-0.0682733729481697,-0.0844730511307716,-0.01,0.0,0.0,-27,-3,,,,
1,8460781,1705603248.4,0.0143232941627502,0.0,0.1156090945005416,0.5,-0.1532303392887115,-0.0757559314370155,-0.0963169634342193,-0.01,0.0,0.0,-25,-3,,,,
2,8560741,1705603248.49996,0.0337506234645843,0.0,0.0488023273646831,0.5,-0.1555211097002029,-0.0829602107405662,-0.1062547862529754,-0.01,0.0,0.0,-23,-3,,,,
3,8660701,1705603248.59992,0.0738468170166015,0.0,0.0544271580874919,0.5,-0.1574726551771164,-0.0902921259403228,-0.1075422540307045,-0.01,0.0,0.0,-21,-3,,,,
4,8760661,1705603248.69988,0.1169080436229705,0.0,0.0861366242170333,0.5,-0.1591352671384811,-0.0975246727466583,-0.1179918721318245,-0.01,0.0,0.0,-20,-3,,,,
5,8860621,1705603248.79984,0.1605504751205444,0.0,0.1259070336818695,0.5,-0.1604200154542923,-0.10471161454916,-0.1090377867221832,-0.01,0.0,0.0,-18,-3,,,,
6,8960581,1705603248.8998,0.9405718445777892,0.0,0.2824320495128631,0.5,-0.1607619673013687,-0.1133260428905487,-0.1175757348537445,-0.01,0.0,0.0,-15,-14,,,,
7,9060541,1705603248.99976,0.5674838423728943,0.0,0.5044189095497131,0.5,-0.1617899686098098,-0.1315760016441345,-0.1303595304489135,-0.01,0.0,0.0,-10,-15,,,,
8,9160501,1705603249.09972,0.624366044998169,0.0,0.5821753740310669,0.5,-0.1626657545566558,-0.1478191763162613,-0.1580707877874374,-0.01,0.0,0.0,-5,-12,,,,
9,9260461,1705603249.19968,0.4204869866371155,0.0,0.528980553150177,0.5,-0.1646908223628997,-0.1610784232616424,-0.1654862910509109,-0.01,0.0,0.0,-5,-9,,,,
10,9360421,1705603249.29964,0.2109108567237854,0.0,0.3325681686401367,0.5,-0.1744465231895446,-0.1732992082834243,-0.1637300699949264,-0.01,0.0,0.0,-16,-11,,,,
11,9460381,1705603249.3996,0.2877952754497528,0.0,0.3038545846939087,0.5,-0.1966331154108047,-0.1925886869430542,-0.1823493242263794,-0.01,0.0,0.0,-29,-23,,,,
12,9560341,1705603249.4995599,0.2674327492713928,0.0,0.2853677570819855,0.5,-0.2299917936325073,-0.2226524949073791,-0.22207111120224,-0.01,0.0,0.0,-40,-34,,,,
13,9660301,1705603249.59952,0.2521035969257355,0.0,0.267022430896759,0.5,-0.2728681862354278,-0.2627052366733551,-0.262389987707138,-0.01,0.0,0.0,-50,-43,,,,
14,9760261,1705603249.69948,0.2358637452125549,0.0,0.2492852807044983,0.5,-0.3238529860973358,-0.3125211894512176,-0.2979583740234375,-0.01,0.0,0.0,-58,-51,,,,
15,9860221,1705603249.79944,0.219668298959732,0.0,0.2331343591213226,0.5,-0.3817455172538757,-0.3698872923851013,-0.3622656166553497,-0.01,0.0,0.0,-64,-57,,,,
16,9960181,1705603249.8994,0.2068139314651489,0.0,0.2181272655725479,0.5,-0.4455231428146362,-0.4337479174137115,-0.4196779429912567,-0.01,0.0,0.0,-69,-63,,,,
17,10060141,1705603249.99936,0.1949658095836639,0.0,0.205083280801773,0.5,-0.5143140554428101,-0.5031377673149109,-0.4928666949272156,-0.01,0.0,0.0,-74,-68,,,,
18,10160101,1705603250.09932,0.1861700415611267,0.0,0.194537803530693,0.5,-0.5873762369155884,-0.5779012441635132,-0.5687930583953857,-0.01,0.0,0.0,-77,-72,,,,
19,10260061,1705603250.19928,0.1794620752334594,0.0,0.1856840997934341,0.5,-0.6640770435333252,-0.6562822461128235,-0.6356863975524902,-0.01,0.0,0.0,-80,-75,,,,
20,10360021,1705603250.29924,0.1733297705650329,0.0,0.1784102469682693,0.5,-0.7438777685165405,-0.7377287745475769,-0.6961910128593445,-0.01,0.0,0.0,-83,-78,,,,
21,10460814,1705603250.400033,0.1650134921073913,0.0,0.1710897982120514,0.5,-0.8270163536071777,-0.8217461109161377,-0.7858235239982605,-0.01,0.0,0.0,-85,-80,,,,
22,10560774,1705603250.499993,0.1575886905193328,0.0,0.1631634384393692,0.5,-0.9117251634597778,-0.9062389135360718,-0.8769339919090271,-0.01,0.0,0.0,-87,-82,,,,
23,10660734,1705603250.5999527,0.1526691317558288,0.0,0.1569903045892715,0.5,-0.9983479380607604,-0.9931529760360718,-0.9558426141738892,-0.01,0.0,0.0,-89,-84,,,,
24,10760694,1705603250.699913,0.1485201120376587,0.0,0.1523050516843795,0.5,-1.086601495742798,-1.0820053815841677,-1.0313568115234375,-0.01,0.0,0.0,-90,-86,,,,
25,10860654,1705603250.799873,0.1447114646434784,0.0,0.1479637920856475,0.5,-1.1762443780899048,-1.1717897653579712,-1.1038991212844849,-0.01,0.0,0.0,-91,-88,,,,
26,10960614,1705603250.8998327,0.1386648416519165,0.0,0.1434113681316375,0.5,-1.2670708894729614,-1.2615705728530884,-1.2008315324783323,-0.01,0.0,0.0,-93,-89,,,,
27,11060574,1705603250.999793,0.1329792737960815,0.0,0.1377618759870529,0.5,-1.3589050769805908,-1.3518657684326172,-1.3073763847351074,-0.01,0.0,0.0,-94,-90,,,,
28,11160534,1705603251.099753,0.1304343342781067,0.0,0.133146271109581,0.5,-1.4515985250473022,-1.4439480304718018,-1.3747998476028442,-0.01,0.0,0.0,-95,-92,,,,
29,11260494,1705603251.1997128,0.125501662492752,0.0,0.1297640353441238,0.5,-1.545023798942566,-1.5367003679275513,-1.4786463975906372,-0.01,0.0,0.0,-96,-93,,,,
30,11360454,1705603251.299673,0.1238589584827423,0.0,0.1260457336902618,0.5,-1.6390719413757324,-1.6303223371505735,-1.5635961294174194,-0.01,0.0,0.0,-96,-94,,,,
31,11460414,1705603251.3996327,0.1229886412620544,0.0,0.1232975721359252,0.5,-1.7336506843566897,-1.724551558494568,-1.655065417289734,-0.01,0.0,0.0,-97,-94,,,,
32,11560374,1705603251.499593,0.1215505301952362,0.0,0.1209301874041557,0.5,-1.8286828994750977,-1.819135665893555,-1.7436671257019043,-0.01,0.0,0.0,-98,-95,,,,
33,11660334,1705603251.599553,0.1183203756809234,0.0,0.1182702630758285,0.5,-1.924100637435913,-1.913848638534546,-1.8324744701385496,-0.01,0.0,0.0,-98,-96,,,,
34,11760294,1705603251.6995127,0.1112377345561981,0.0,0.1151335313916206,0.5,-2.0198464393615723,-2.0077061653137207,-1.9442689418792725,-0.01,0.0,0.0,-99,-96,,,,
35,11860254,1705603251.799473,0.1110183894634246,0.0,0.1117293760180473,0.5,-2.115872383117676,-2.1033389568328857,-2.040823459625244,-0.01,0.0,0.0,-99,-97,,,,
36,11960214,1705603251.899433,0.1102857291698455,0.0,0.1109085232019424,0.5,-2.21213698387146,-2.200118064880371,-2.1218791007995605,-0.01,0.0,0.0,-100,-98,,,,
37,12060174,1705603251.9993927,0.1105996370315551,0.0,0.1102857291698455,0.5,-2.30860447883606,-2.2969253063201904,-2.222773551940918,-0.01,0.0,0.0,-100,-98,,,,
38,12160134,1705603252.099353,0.1046687960624694,0.0,0.1087384447455406,0.5,-2.4052445888519287,-2.394507884979248,-2.329198122024536,-0.01,0.0,0.0,-99,-98,,,,
39,12260094,1705603252.1993127,0.1072569191455841,0.0,0.1083404198288917,0.5,-2.5020322799682617,-2.49179744720459,-2.418229341506958,-0.01,0.0,0.0,-99,-98,,,,
40,12360054,1705603252.299273,0.1071667373180389,0.0,0.1080102697014808,0.5,-2.598945617675781,-2.58929705619812,-2.520998001098633,-0.01,0.0,0.0,-99,-98,,,,
41,12460014,1705603252.399233,0.1034262478351593,0.0,0.1071009710431099,0.5,-2.695965528488159,-2.6870837211608887,-2.610790014266968,-0.01,0.0,0.0,-99,-98,,,,
42,12560807,1705603252.500026,0.1087637543678283,0.0,0.1068608313798904,0.5,-2.793886661529541,-2.7855687141418457,-2.7032971382141118,-0.01,0.0,0.0,-99,-98,,,,
43,12660767,1705603252.599986,0.1042685508728027,0.0,0.105863869190216,0.5,-2.89107608795166,-2.8828084468841557,-2.810051918029785,-0.01,0.0,0.0,-99,-98,,,,
44,12760727,1705603252.699946,0.1074219048023223,0.0,0.1048946753144264,0.5,-2.9883313179016118,-2.979808807373047,-2.9054951667785645,-0.01,0.0,0.0,-99,-99,,,,
45,12860687,1705603252.799906,0.1030013263225555,0.0,0.1040406748652458,0.5,-3.0856430530548096,-3.07656192779541,-3.0195353031158447,-0.01,0.0,0.0,-100,-99,,,,
46,12960647,1705603252.899866,0.1021776497364044,0.0,0.1029697433114051,0.5,-3.18300199508667,-3.173899412155152,-3.1204583644866943,-0.01,0.0,0.0,-100,-99,,,,
